new_idx,idx,cont_type,cont_target,cont_id,stimuli
405,14,lexical overlap,mc,1,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""In fact, she was having an argument with the nurse."""
406,14,lexical overlap,mc,2,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""But wait, all nurses are tall."""
407,14,lexical overlap,mc,3,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""There are two tall nurses -- which one?"""
408,14,lexical overlap,mc,4,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""She wasn't just talking -- she was yelling at the nurse."""
409,14,lexical overlap,mc,5,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""What were they talking about?"""
410,14,situational inference,mc,6,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""Apparently the new equipment had some issues."""
411,14,situational inference,mc,7,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""I thought they had a really bad fight!"""
412,14,situational inference,mc,8,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""It's because the outcomes of the recent test don't look good."""
413,14,situational inference,mc,9,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""I heard the clinic was going through major layoffs."""
414,14,situational inference,mc,10,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""She's trying to identify the person who leaked sensitive information."""
415,14,event association,mc,11,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""They were discussing the patient's condition."""
416,14,event association,mc,12,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""They were debating over the recent changes in the clinic's protocol."""
417,14,event association,mc,13,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""They wanted to clarify some details with patient treatment."""
418,14,event association,mc,14,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""They had some disagreement on the upcoming procedures."""
419,14,event association,mc,15,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""She was walking through the instructions before the patient's eye exam."""
420,15,lexical overlap,arc,1,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""Apparently his mom is a quite famous translator."""
421,15,lexical overlap,arc,2,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""Well, he had so many other dreams."""
422,15,lexical overlap,arc,3,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""That wasn't the only dream he had."""
423,15,lexical overlap,arc,4,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""He no longer wants to become a translator."""
424,15,lexical overlap,arc,5,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""He now trains people to become a translator."""
425,15,situational inference,arc,6,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""But life took her down a different path."""
426,15,situational inference,arc,7,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""His interests evolved into something else entirely."""
427,15,situational inference,arc,8,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""But something else sparked him with a new passion."""
428,15,situational inference,arc,9,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""But that was just a childhood dream."""
429,15,situational inference,arc,10,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""But now he seems like someone who's lost hope."""
430,15,event association,arc,11,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""It's understandable because he speaks so many different languages."""
431,15,event association,arc,12,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""His career pivot came after working as a bilingual assistant in a non-profit."""
432,15,event association,arc,13,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""I think he even majored in linguistics or a foreign language."""
433,15,event association,arc,14,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""That explains why he works as a part-time interpreter."""
434,15,event association,arc,15,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""Is that how he started tutoring you?"""
435,15,lexical overlap,mc,1,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""Why was he in the newspaper?"""
436,15,lexical overlap,mc,2,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""Not just newspapers but magainzes as well!"""
437,15,lexical overlap,mc,3,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""He was mentioned for his involvement in the community garden project."""
438,15,lexical overlap,mc,4,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""Which newspaper?"""
439,15,lexical overlap,mc,5,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""I don't think he deserves to be featured in a newspaper."""
440,15,situational inference,mc,6,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""He is now a celebrity!"""
441,15,situational inference,mc,7,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""Did he do anything wrong?"""
442,15,situational inference,mc,8,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""No wonder he's been receiving so many calls from his friends!"""
443,15,situational inference,mc,9,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""His parents must be so proud of him."""
444,15,situational inference,mc,10,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""It's because he played a major role during the disaster relief."""
445,15,event association,mc,11,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""Even in magainzes!"""
446,15,event association,mc,12,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""He must have done something truly impactful to be featured."""
447,15,event association,mc,13,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""He's now getting interview requests."""
448,15,event association,mc,14,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""I've been seeing his interviews a lot lately."""
449,15,event association,mc,15,"Carly said, ""The volunteer, who used to dream to become a translator, was mentioned in the newspaper."" Heather replied, ""Even the local radio station talked about him!"""
450,16,lexical overlap,arc,1,"Ricardo said, ""The inspector, who went to Target to buy some carrots, was isolated from society for a long time."" Peter replied, ""Why did he need carrots?"""
451,16,lexical overlap,arc,2,"Ricardo said, ""The inspector, who went to Target to buy some carrots, was isolated from society for a long time."" Peter replied, ""Why Target?"""
452,16,lexical overlap,arc,3,"Ricardo said, ""The inspector, who went to Target to buy some carrots, was isolated from society for a long time."" Peter replied, ""Are carrots important for inspection?"""
453,16,lexical overlap,arc,4,"Ricardo said, ""The inspector, who went to Target to buy some carrots, was isolated from society for a long time."" Peter replied, ""He must be a big fan of carrots."""
