idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
1743,97,7,False,arc,Courtney,Lindsey,"The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends.","Nope,","Hey, wait a minute. No,",he does not.,he would not.
1744,97,7,True,arc,Courtney,Lindsey,"The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile.","Nope,","Hey, wait a minute. No,",he would not.,he does not.
1745,97,8,False,arc,Courtney,Lindsey,"The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends.","Nope,","Hang on a minute. No,",he does not.,he would not.
1746,97,8,True,arc,Courtney,Lindsey,"The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile.","Nope,","Hang on a minute. No,",he would not.,he does not.
1747,98,0,False,arc,Steven,Max,"The overseer, who hates horror movies, would swim in the Lake on Monday mornings.","No,","Wait no,",she does not.,she would not.
1748,98,0,True,arc,Steven,Max,"The overseer, who would swim in the Lake on Monday mornings, hates horror movies.","No,","Wait no,",she would not.,she does not.
1749,98,1,False,arc,Steven,Max,"The overseer, who hates horror movies, would swim in the Lake on Monday mornings.","No,","Hey, wait a minute. No,",she does not.,she would not.
1750,98,1,True,arc,Steven,Max,"The overseer, who would swim in the Lake on Monday mornings, hates horror movies.","No,","Hey, wait a minute. No,",she would not.,she does not.
1751,98,2,False,arc,Steven,Max,"The overseer, who hates horror movies, would swim in the Lake on Monday mornings.","No,","Hang on a minute. No,",she does not.,she would not.
1752,98,2,True,arc,Steven,Max,"The overseer, who would swim in the Lake on Monday mornings, hates horror movies.","No,","Hang on a minute. No,",she would not.,she does not.
1753,98,3,False,arc,Steven,Max,"The overseer, who hates horror movies, would swim in the Lake on Monday mornings.","Thats not true. No,","Wait no,",she does not.,she would not.
1754,98,3,True,arc,Steven,Max,"The overseer, who would swim in the Lake on Monday mornings, hates horror movies.","Thats not true. No,","Wait no,",she would not.,she does not.
1755,98,4,False,arc,Steven,Max,"The overseer, who hates horror movies, would swim in the Lake on Monday mornings.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she would not.
1756,98,4,True,arc,Steven,Max,"The overseer, who would swim in the Lake on Monday mornings, hates horror movies.","Thats not true. No,","Hey, wait a minute. No,",she would not.,she does not.
1757,98,5,False,arc,Steven,Max,"The overseer, who hates horror movies, would swim in the Lake on Monday mornings.","Thats not true. No,","Hang on a minute. No,",she does not.,she would not.
1758,98,5,True,arc,Steven,Max,"The overseer, who would swim in the Lake on Monday mornings, hates horror movies.","Thats not true. No,","Hang on a minute. No,",she would not.,she does not.
1759,98,6,False,arc,Steven,Max,"The overseer, who hates horror movies, would swim in the Lake on Monday mornings.","Nope,","Wait no,",she does not.,she would not.
1760,98,6,True,arc,Steven,Max,"The overseer, who would swim in the Lake on Monday mornings, hates horror movies.","Nope,","Wait no,",she would not.,she does not.
1761,98,7,False,arc,Steven,Max,"The overseer, who hates horror movies, would swim in the Lake on Monday mornings.","Nope,","Hey, wait a minute. No,",she does not.,she would not.
1762,98,7,True,arc,Steven,Max,"The overseer, who would swim in the Lake on Monday mornings, hates horror movies.","Nope,","Hey, wait a minute. No,",she would not.,she does not.
1763,98,8,False,arc,Steven,Max,"The overseer, who hates horror movies, would swim in the Lake on Monday mornings.","Nope,","Hang on a minute. No,",she does not.,she would not.
1764,98,8,True,arc,Steven,Max,"The overseer, who would swim in the Lake on Monday mornings, hates horror movies.","Nope,","Hang on a minute. No,",she would not.,she does not.
1765,99,0,False,arc,Erik,Cole,"The reporter, who finds humor in the worst situations, would make pasta for dinner.","No,","Wait no,",she does not.,she would not.
1766,99,0,True,arc,Erik,Cole,"The reporter, who would make pasta for dinner, finds humor in the worst situations.","No,","Wait no,",she would not.,she does not.
1767,99,1,False,arc,Erik,Cole,"The reporter, who finds humor in the worst situations, would make pasta for dinner.","No,","Hey, wait a minute. No,",she does not.,she would not.
1768,99,1,True,arc,Erik,Cole,"The reporter, who would make pasta for dinner, finds humor in the worst situations.","No,","Hey, wait a minute. No,",she would not.,she does not.
1769,99,2,False,arc,Erik,Cole,"The reporter, who finds humor in the worst situations, would make pasta for dinner.","No,","Hang on a minute. No,",she does not.,she would not.
1770,99,2,True,arc,Erik,Cole,"The reporter, who would make pasta for dinner, finds humor in the worst situations.","No,","Hang on a minute. No,",she would not.,she does not.
1771,99,3,False,arc,Erik,Cole,"The reporter, who finds humor in the worst situations, would make pasta for dinner.","Thats not true. No,","Wait no,",she does not.,she would not.
1772,99,3,True,arc,Erik,Cole,"The reporter, who would make pasta for dinner, finds humor in the worst situations.","Thats not true. No,","Wait no,",she would not.,she does not.
1773,99,4,False,arc,Erik,Cole,"The reporter, who finds humor in the worst situations, would make pasta for dinner.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she would not.
1774,99,4,True,arc,Erik,Cole,"The reporter, who would make pasta for dinner, finds humor in the worst situations.","Thats not true. No,","Hey, wait a minute. No,",she would not.,she does not.
1775,99,5,False,arc,Erik,Cole,"The reporter, who finds humor in the worst situations, would make pasta for dinner.","Thats not true. No,","Hang on a minute. No,",she does not.,she would not.
1776,99,5,True,arc,Erik,Cole,"The reporter, who would make pasta for dinner, finds humor in the worst situations.","Thats not true. No,","Hang on a minute. No,",she would not.,she does not.
1777,99,6,False,arc,Erik,Cole,"The reporter, who finds humor in the worst situations, would make pasta for dinner.","Nope,","Wait no,",she does not.,she would not.
1778,99,6,True,arc,Erik,Cole,"The reporter, who would make pasta for dinner, finds humor in the worst situations.","Nope,","Wait no,",she would not.,she does not.
1779,99,7,False,arc,Erik,Cole,"The reporter, who finds humor in the worst situations, would make pasta for dinner.","Nope,","Hey, wait a minute. No,",she does not.,she would not.
1780,99,7,True,arc,Erik,Cole,"The reporter, who would make pasta for dinner, finds humor in the worst situations.","Nope,","Hey, wait a minute. No,",she would not.,she does not.
1781,99,8,False,arc,Erik,Cole,"The reporter, who finds humor in the worst situations, would make pasta for dinner.","Nope,","Hang on a minute. No,",she does not.,she would not.
1782,99,8,True,arc,Erik,Cole,"The reporter, who would make pasta for dinner, finds humor in the worst situations.","Nope,","Hang on a minute. No,",she would not.,she does not.
1783,100,0,False,arc,Jaden,Adam,"The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad.","No,","Wait no,",he does not.,he would not.
1784,100,0,True,arc,Jaden,Adam,"The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures.","No,","Wait no,",he would not.,he does not.
1785,100,1,False,arc,Jaden,Adam,"The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad.","No,","Hey, wait a minute. No,",he does not.,he would not.
1786,100,1,True,arc,Jaden,Adam,"The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures.","No,","Hey, wait a minute. No,",he would not.,he does not.
1787,100,2,False,arc,Jaden,Adam,"The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad.","No,","Hang on a minute. No,",he does not.,he would not.
1788,100,2,True,arc,Jaden,Adam,"The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures.","No,","Hang on a minute. No,",he would not.,he does not.
1789,100,3,False,arc,Jaden,Adam,"The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad.","Thats not true. No,","Wait no,",he does not.,he would not.
1790,100,3,True,arc,Jaden,Adam,"The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures.","Thats not true. No,","Wait no,",he would not.,he does not.
1791,100,4,False,arc,Jaden,Adam,"The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he would not.
1792,100,4,True,arc,Jaden,Adam,"The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures.","Thats not true. No,","Hey, wait a minute. No,",he would not.,he does not.
1793,100,5,False,arc,Jaden,Adam,"The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad.","Thats not true. No,","Hang on a minute. No,",he does not.,he would not.
1794,100,5,True,arc,Jaden,Adam,"The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures.","Thats not true. No,","Hang on a minute. No,",he would not.,he does not.
1795,100,6,False,arc,Jaden,Adam,"The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad.","Nope,","Wait no,",he does not.,he would not.
1796,100,6,True,arc,Jaden,Adam,"The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures.","Nope,","Wait no,",he would not.,he does not.
1797,100,7,False,arc,Jaden,Adam,"The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad.","Nope,","Hey, wait a minute. No,",he does not.,he would not.
1798,100,7,True,arc,Jaden,Adam,"The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures.","Nope,","Hey, wait a minute. No,",he would not.,he does not.
1799,100,8,False,arc,Jaden,Adam,"The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad.","Nope,","Hang on a minute. No,",he does not.,he would not.
1800,100,8,True,arc,Jaden,Adam,"The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures.","Nope,","Hang on a minute. No,",he would not.,he does not.
1801,101,0,False,arc,Logan,Mariah,"The technician, who has been keeping a diary for 15 years, brought a new plant home.","No,","Wait no,",she has not.,she did not.
1802,101,0,True,arc,Logan,Mariah,"The technician, who brought a new plant home, has been keeping a diary for 15 years.","No,","Wait no,",she did not.,she has not.
1803,101,1,False,arc,Logan,Mariah,"The technician, who has been keeping a diary for 15 years, brought a new plant home.","No,","Hey, wait a minute. No,",she has not.,she did not.
1804,101,1,True,arc,Logan,Mariah,"The technician, who brought a new plant home, has been keeping a diary for 15 years.","No,","Hey, wait a minute. No,",she did not.,she has not.
1805,101,2,False,arc,Logan,Mariah,"The technician, who has been keeping a diary for 15 years, brought a new plant home.","No,","Hang on a minute. No,",she has not.,she did not.
1806,101,2,True,arc,Logan,Mariah,"The technician, who brought a new plant home, has been keeping a diary for 15 years.","No,","Hang on a minute. No,",she did not.,she has not.
